##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	32_4G_both_S23_L008_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11820174
Sequences flagged as poor quality	0
Sequence length	101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1112	66-67	0.3951218060477757
1112	68-69	0.3814327634570702
1112	70-71	0.2531499172834657
1112	72-73	0.2874272475797426
1112	74-75	0.3307501793741636
1112	76-77	0.42552632145205393
1112	78-79	0.4506672596364538
1112	80-81	0.3458496398765831
1112	82-83	0.30464683757550404
1112	84-85	0.4073952161806247
1112	86-87	0.45819825139477643
1112	88-89	0.4057804595576755
1112	90-91	0.29903801705715694
1112	92-93	0.3640552106478552
1112	94-95	0.4264164959767385
1112	96-97	0.38251636981386383
1112	98-99	0.40044106384988254
1112	100-101	0.32013062485640376
1113	1	0.23054801134576763
1113	2	0.13896460427205426
1113	3	0.3290627389893359
1113	4	0.29447413591135785
1113	5	0.1551181034004827
1113	6	0.2791747031811198
1113	7	0.25223570787828464
1113	8	0.2851603728439045
1113	9	0.2283083692838943
1113	10-11	0.2697418176972093
1113	12-13	0.21985575538977287
1113	14-15	0.23440086529205217
1113	16-17	0.2687160437357292
1113	18-19	0.2849114553617156
1113	20-21	0.25656761174976594
1113	22-23	0.2430933125311867
1113	24-25	0.22730497494783464
1113	26-27	0.24682102917433468
1113	28-29	0.19792345501230812
1113	30-31	0.16820490304689883
1113	32-33	0.3586687841052907
1113	34-35	0.30160828720608635
1113	36-37	0.28530881132245156
1113	38-39	0.22232816961058433
1113	40-41	0.1405218270049815
1113	42-43	0.2515745678404997
1113	44-45	0.260063253368628
1113	46-47	0.29040884163054415
1113	48-49	0.2980447914842159
1113	50-51	0.2835437474513185
1113	52-53	0.252027541040583
1113	54-55	0.3856395104709165
1113	56-57	0.28364241063946594
1113	58-59	0.27123909879235697
1113	60-61	0.35517042594599246
1113	62-63	0.3322619460213474
1113	64-65	0.3919738797930066
1113	66-67	0.33462507705538513
1113	68-69	0.3904743761541667
1113	70-71	0.2725706961735881
1113	72-73	0.364510509432975
1113	74-75	0.2726194528111705
1113	76-77	0.4241483222506659
1113	78-79	0.47545431245164593
